SEQ	TOKENURN	POS	HEAD	LEMMA
5688	urn:cite:fuSyntax:0085003tokens.2897342_8	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897342_6	δρόμοσ
5689	urn:cite:fuSyntax:0085003tokens.2897342_9	v1spie---	urn:cite:fuSyntax:0085003tokens.2897342_7	φέρω1
5690	urn:cite:fuSyntax:0085003tokens.2897342_10	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897342_11	λύσσα1
5691	urn:cite:fuSyntax:0085003tokens.2897342_11	n-s---nd-	urn:cite:fuSyntax:0085003tokens.2897342_9	πνεῦμα1
5692	urn:cite:fuSyntax:0085003tokens.2897342_12	a-s---nd-	urn:cite:fuSyntax:0085003tokens.2897342_11	μάργοσ
5693	urn:cite:fuSyntax:0085003tokens.2897342_13	u--------	urn:cite:fuSyntax:0085003tokens.2897342_15	ξομμα1
5694	urn:cite:fuSyntax:0085003tokens.2897342_14	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897342_15	γλῶσσα1
5695	urn:cite:fuSyntax:0085003tokens.2897342_15	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2897342_9	ἀκρατήσ
5696	urn:cite:fuSyntax:0085003tokens.2897342_16	u--------	urn:cite:fuSyntax:0085003tokens.2897342_0	πυνξ1
5697	urn:cite:fuSyntax:0085003tokens.2897343_1	a-p---mn-	urn:cite:fuSyntax:0085003tokens.2897343_3	θολερόσ
5698	urn:cite:fuSyntax:0085003tokens.2897343_2	g--------	urn:cite:fuSyntax:0085003tokens.2897343_4	δέ1
5699	urn:cite:fuSyntax:0085003tokens.2897343_3	n-p---mn-	urn:cite:fuSyntax:0085003tokens.2897343_4	λόγοσ
5700	urn:cite:fuSyntax:0085003tokens.2897343_4	v3ppia---	urn:cite:fuSyntax:0085003tokens.2897343_0	παίω2
5701	urn:cite:fuSyntax:0085003tokens.2897343_5	d--------	urn:cite:fuSyntax:0085003tokens.2897343_4	εἰκῇ1
5702	urn:cite:fuSyntax:0085003tokens.2897343_6	a-s---fg-	urn:cite:fuSyntax:0085003tokens.2897343_9	στυγνόσ
5703	urn:cite:fuSyntax:0085003tokens.2897343_7	r--------	urn:cite:fuSyntax:0085003tokens.2897343_4	πρόσ
5704	urn:cite:fuSyntax:0085003tokens.2897343_8	n-p---nd-	urn:cite:fuSyntax:0085003tokens.2897343_7	κῦμα1
5705	urn:cite:fuSyntax:0085003tokens.2897343_9	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897343_8	ἄτη1
5706	urn:cite:fuSyntax:0085003tokens.2897343_10	u--------	urn:cite:fuSyntax:0085003tokens.2897343_0	περιοδ1
5707	urn:cite:fuSyntax:0085003tokens.2897344_1	d--------	urn:cite:fuSyntax:0085003tokens.2897344_2	ἦ1
5708	urn:cite:fuSyntax:0085003tokens.2897344_2	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897344_4	σοφόσ
5709	urn:cite:fuSyntax:0085003tokens.2897344_3	d--------	urn:cite:fuSyntax:0085003tokens.2897344_4	ἦ1
5710	urn:cite:fuSyntax:0085003tokens.2897344_4	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897344_0	σοφόσ
5711	urn:cite:fuSyntax:0085003tokens.2897344_5	v1siia---	urn:cite:fuSyntax:0085003tokens.2897344_0	εἰμί1
5712	urn:cite:fuSyntax:0085003tokens.2897344_6	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897344_12	ὅσ
5713	urn:cite:fuSyntax:0085003tokens.2897344_7	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897344_6	πρῶτοσ
5714	urn:cite:fuSyntax:0085003tokens.2897344_8	r--------	urn:cite:fuSyntax:0085003tokens.2897344_11	ἐν1
5715	urn:cite:fuSyntax:0085003tokens.2897344_9	n-s---fd-	urn:cite:fuSyntax:0085003tokens.2897344_8	γνώμη1
5716	urn:cite:fuSyntax:0085003tokens.2897344_10	p-s---na-	urn:cite:fuSyntax:0085003tokens.2897344_12	ὅδε1
5717	urn:cite:fuSyntax:0085003tokens.2897344_11	v3saia---	urn:cite:fuSyntax:0085003tokens.2897344_12	βαστάζω1
5718	urn:cite:fuSyntax:0085003tokens.2897344_12	c--------	urn:cite:fuSyntax:0085003tokens.2897344_0	καί1
5719	urn:cite:fuSyntax:0085003tokens.2897344_13	---------	urn:cite:fuSyntax:0085003tokens.2897344_15	οτηερ
5720	urn:cite:fuSyntax:0085003tokens.2897344_14	---------	urn:cite:fuSyntax:0085003tokens.2897344_0	οτηερ
5721	urn:cite:fuSyntax:0085003tokens.2897344_15	n-s---fd-	urn:cite:fuSyntax:0085003tokens.2897344_16	γλῶσσα
5722	urn:cite:fuSyntax:0085003tokens.2897344_16	v3saia---	urn:cite:fuSyntax:0085003tokens.2897344_12	διαμυθολογέω1
5723	urn:cite:fuSyntax:0085003tokens.2897344_17	u--------	urn:cite:fuSyntax:0085003tokens.2897344_26	ξομμα1
5724	urn:cite:fuSyntax:0085003tokens.2897344_18	c--------	urn:cite:fuSyntax:0085003tokens.2897344_26	ὡσ
5725	urn:cite:fuSyntax:0085003tokens.2897344_19	l-s---nn-	urn:cite:fuSyntax:0085003tokens.2897344_20	ὁ1
5726	urn:cite:fuSyntax:0085003tokens.2897344_20	v--ana---	urn:cite:fuSyntax:0085003tokens.2897344_23	κηδεύω1
5727	urn:cite:fuSyntax:0085003tokens.2897344_21	r--------	urn:cite:fuSyntax:0085003tokens.2897344_20	κατά1
5728	urn:cite:fuSyntax:0085003tokens.2897344_22	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2897344_21	ἑαυτοῦ1
5729	urn:cite:fuSyntax:0085003tokens.2897344_23	v3spia---	urn:cite:fuSyntax:0085003tokens.2897344_18	ἀριστεύω1
5730	urn:cite:fuSyntax:0085003tokens.2897344_24	a-s---nd-	urn:cite:fuSyntax:0085003tokens.2897344_23	μακρόσ
5731	urn:cite:fuSyntax:0085003tokens.2897344_25	u--------	urn:cite:fuSyntax:0085003tokens.2897344_26	ξομμα1
5732	urn:cite:fuSyntax:0085003tokens.2897344_26	c--------	urn:cite:fuSyntax:0085003tokens.2897344_10	καί1
5733	urn:cite:fuSyntax:0085003tokens.2897344_27	g--------	urn:cite:fuSyntax:0085003tokens.2897344_30	μήτε1
5734	urn:cite:fuSyntax:0085003tokens.2897344_28	l-p---mg-	urn:cite:fuSyntax:0085003tokens.2897344_30	ὁ1
5735	urn:cite:fuSyntax:0085003tokens.2897344_29	n-s---md-	urn:cite:fuSyntax:0085003tokens.2897344_30	πλοῦτοσ
5736	urn:cite:fuSyntax:0085003tokens.2897344_30	t-pppemg-	urn:cite:fuSyntax:0085003tokens.2897344_31	διαθρύπτω1
5737	urn:cite:fuSyntax:0085003tokens.2897344_31	g--------	urn:cite:fuSyntax:0085003tokens.2897344_38	μήτε1
5738	urn:cite:fuSyntax:0085003tokens.2897344_32	l-p---mg-	urn:cite:fuSyntax:0085003tokens.2897344_34	ὁ1
5739	urn:cite:fuSyntax:0085003tokens.2897344_33	n-s---md-	urn:cite:fuSyntax:0085003tokens.2897344_34	γέννασ
5740	urn:cite:fuSyntax:0085003tokens.2897344_34	t-pppemg-	urn:cite:fuSyntax:0085003tokens.2897344_31	μεγαλύνω1
5741	urn:cite:fuSyntax:0085003tokens.2897344_35	t-sppama-	urn:cite:fuSyntax:0085003tokens.2897344_37	εἰμί1
5742	urn:cite:fuSyntax:0085003tokens.2897344_36	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897344_35	χερνήτησ
5743	urn:cite:fuSyntax:0085003tokens.2897344_37	v--ana---	urn:cite:fuSyntax:0085003tokens.2897344_26	ἐραστεύω1
5744	urn:cite:fuSyntax:0085003tokens.2897344_38	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2897344_37	γάμοσ
5745	urn:cite:fuSyntax:0085003tokens.2897344_39	u--------	urn:cite:fuSyntax:0085003tokens.2897344_0	περιοδ1
5746	urn:cite:fuSyntax:0085003tokens.2897345_1	d--------	urn:cite:fuSyntax:0085003tokens.2897345_2	μήποτε1
5747	urn:cite:fuSyntax:0085003tokens.2897345_2	d--------	urn:cite:fuSyntax:0085003tokens.2897345_14	μήποτε1
5748	urn:cite:fuSyntax:0085003tokens.2897345_3	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2897345_14	ἐγώ1
5749	urn:cite:fuSyntax:0085003tokens.2897345_4	u--------	urn:cite:fuSyntax:0085003tokens.2897345_7	ξομμα1
5750	urn:cite:fuSyntax:0085003tokens.2897345_5	e--------	urn:cite:fuSyntax:0085003tokens.2897345_7	ὦ1
5751	urn:cite:fuSyntax:0085003tokens.2897345_6	n-p---fv-	urn:cite:fuSyntax:0085003tokens.2897345_7	πότνια1
5752	urn:cite:fuSyntax:0085003tokens.2897345_7	n-p---fv-	urn:cite:fuSyntax:0085003tokens.2897345_14	μοῖρα1
5753	urn:cite:fuSyntax:0085003tokens.2897345_8	u--------	urn:cite:fuSyntax:0085003tokens.2897345_7	ξομμα1
5754	urn:cite:fuSyntax:0085003tokens.2897345_9	n-p---ng-	urn:cite:fuSyntax:0085003tokens.2897345_15	λέχοσ
5755	urn:cite:fuSyntax:0085003tokens.2897345_10	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897345_9	Ζεύσ
5756	urn:cite:fuSyntax:0085003tokens.2897345_11	---------	urn:cite:fuSyntax:0085003tokens.2897345_13	οτηερ
5757	urn:cite:fuSyntax:0085003tokens.2897345_12	---------	urn:cite:fuSyntax:0085003tokens.2897345_0	οτηερ
5758	urn:cite:fuSyntax:0085003tokens.2897345_13	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897345_15	εὐνήτειρα
5759	urn:cite:fuSyntax:0085003tokens.2897345_14	v2paom---	urn:cite:fuSyntax:0085003tokens.2897345_0	εἶδον1
5760	urn:cite:fuSyntax:0085003tokens.2897345_15	t-sppafa-	urn:cite:fuSyntax:0085003tokens.2897345_3	πέλω1
5761	urn:cite:fuSyntax:0085003tokens.2897345_16	u--------	urn:cite:fuSyntax:0085003tokens.2897345_0	πυνξ1
5762	urn:cite:fuSyntax:0085003tokens.2897346_1	g--------	urn:cite:fuSyntax:0085003tokens.2897346_3	μηδέ1
5763	urn:cite:fuSyntax:0085003tokens.2897346_2	g--------	urn:cite:fuSyntax:0085003tokens.2897346_0	δέ1
5764	urn:cite:fuSyntax:0085003tokens.2897346_3	v1saop---	urn:cite:fuSyntax:0085003tokens.2897346_2	πελάζω1
5765	urn:cite:fuSyntax:0085003tokens.2897346_4	n-s---md-	urn:cite:fuSyntax:0085003tokens.2897346_3	γαμέτησ
5766	urn:cite:fuSyntax:0085003tokens.2897346_5	p-s---md-	urn:cite:fuSyntax:0085003tokens.2897346_4	τις
5767	urn:cite:fuSyntax:0085003tokens.2897346_6	p-p---mg-	urn:cite:fuSyntax:0085003tokens.2897346_5	ὁ1
5768	urn:cite:fuSyntax:0085003tokens.2897346_7	r--------	urn:cite:fuSyntax:0085003tokens.2897346_6	ἐκ1
5769	urn:cite:fuSyntax:0085003tokens.2897346_8	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897346_7	οὐρανόσ
5770	urn:cite:fuSyntax:0085003tokens.2897346_9	u--------	urn:cite:fuSyntax:0085003tokens.2897346_0	περιοδ1
5771	urn:cite:fuSyntax:0085003tokens.2897347_1	v1spia---	urn:cite:fuSyntax:0085003tokens.2897347_0	ταρβέω1
5772	urn:cite:fuSyntax:0085003tokens.2897347_2	g--------	urn:cite:fuSyntax:0085003tokens.2897347_1	γάρ1
5773	urn:cite:fuSyntax:0085003tokens.2897347_3	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897347_4	ἀστεργάνωρ1
5774	urn:cite:fuSyntax:0085003tokens.2897347_4	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897347_5	παρθενία1
5775	urn:cite:fuSyntax:0085003tokens.2897347_5	v3ppia---	urn:cite:fuSyntax:0085003tokens.2897347_1	εἰσοράω1
5776	urn:cite:fuSyntax:0085003tokens.2897347_6	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897347_4	Ἰώ1
5777	urn:cite:fuSyntax:0085003tokens.2897347_7	t-sppefa-	urn:cite:fuSyntax:0085003tokens.2897347_4	ἀμαλάπτω1
5778	urn:cite:fuSyntax:0085003tokens.2897347_8	a-p---fd-	urn:cite:fuSyntax:0085003tokens.2897347_10	δύσπλανοσ
5779	urn:cite:fuSyntax:0085003tokens.2897347_9	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897347_10	Ἥρα1
5780	urn:cite:fuSyntax:0085003tokens.2897347_10	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2897347_7	ἀλητεία1
5781	urn:cite:fuSyntax:0085003tokens.2897347_11	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2897347_10	πόνοσ
5782	urn:cite:fuSyntax:0085003tokens.2897347_12	u--------	urn:cite:fuSyntax:0085003tokens.2897347_0	περιοδ1
5783	urn:cite:fuSyntax:0085003tokens.2897348_1	p-s---fd-	urn:cite:fuSyntax:0085003tokens.2897348_0	ἐγώ1
5784	urn:cite:fuSyntax:0085003tokens.2897348_2	g--------	urn:cite:fuSyntax:0085003tokens.2897348_0	δέ1
5785	urn:cite:fuSyntax:0085003tokens.2897348_3	c--------	urn:cite:fuSyntax:0085003tokens.2897348_0	ὅτε1
5786	urn:cite:fuSyntax:0085003tokens.2897348_4	g--------	urn:cite:fuSyntax:0085003tokens.2897348_0	μέν1
5787	urn:cite:fuSyntax:0085003tokens.2897348_5	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897348_3	ὁμαλόσ
5788	urn:cite:fuSyntax:0085003tokens.2897348_6	l-s---mn-	urn:cite:fuSyntax:0085003tokens.2897348_7	ὁ1
5789	urn:cite:fuSyntax:0085003tokens.2897348_7	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897348_3	γάμοσ
5790	urn:cite:fuSyntax:0085003tokens.2897348_8	u--------	urn:cite:fuSyntax:0085003tokens.2897348_3	ξομμα1
5791	urn:cite:fuSyntax:0085003tokens.2897348_9	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897348_0	ἄφοβοσ
5792	urn:cite:fuSyntax:0085003tokens.2897348_10	u--------	urn:cite:fuSyntax:0085003tokens.2897348_0	πυνξ1
5793	urn:cite:fuSyntax:0085003tokens.2897349_1	d--------	urn:cite:fuSyntax:0085003tokens.2897349_2	οὐ1
5794	urn:cite:fuSyntax:0085003tokens.2897349_2	v1sria---	urn:cite:fuSyntax:0085003tokens.2897349_0	δείδω1
5795	urn:cite:fuSyntax:0085003tokens.2897349_3	u--------	urn:cite:fuSyntax:0085003tokens.2897349_0	πυνξ1
5796	urn:cite:fuSyntax:0085003tokens.2897350_2	g--------	urn:cite:fuSyntax:0085003tokens.2897350_10	μηδέ1
5797	urn:cite:fuSyntax:0085003tokens.2897350_3	g--------	urn:cite:fuSyntax:0085003tokens.2897350_10	δέ1
5798	urn:cite:fuSyntax:0085003tokens.2897350_4	a-p---mgc	urn:cite:fuSyntax:0085003tokens.2897350_6	κρείσσων
5799	urn:cite:fuSyntax:0085003tokens.2897350_5	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2897350_7	θεόσ
5800	urn:cite:fuSyntax:0085003tokens.2897350_6	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897350_10	ἔρωσ
5801	urn:cite:fuSyntax:0085003tokens.2897350_7	a-s---na-	urn:cite:fuSyntax:0085003tokens.2897350_9	ἄφυκτοσ
5802	urn:cite:fuSyntax:0085003tokens.2897350_8	n-s---na-	urn:cite:fuSyntax:0085003tokens.2897350_10	ὄμμα1
5803	urn:cite:fuSyntax:0085003tokens.2897350_9	v3saoa---	urn:cite:fuSyntax:0085003tokens.2897350_0	προσδέρκομαι1
5804	urn:cite:fuSyntax:0085003tokens.2897350_10	p-s---fa-	urn:cite:fuSyntax:0085003tokens.2897350_10	ἐγώ1
5805	urn:cite:fuSyntax:0085003tokens.2897350_11	u--------	urn:cite:fuSyntax:0085003tokens.2897350_0	περιοδ1
5806	urn:cite:fuSyntax:0085003tokens.2897351_1	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897351_6	ἀπόλεμοσ
5807	urn:cite:fuSyntax:0085003tokens.2897351_2	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897351_5	ὅδε1
5808	urn:cite:fuSyntax:0085003tokens.2897351_3	g--------	urn:cite:fuSyntax:0085003tokens.2897351_1	γε1
5809	urn:cite:fuSyntax:0085003tokens.2897351_4	l-s---mn-	urn:cite:fuSyntax:0085003tokens.2897351_5	ὁ1
5810	urn:cite:fuSyntax:0085003tokens.2897351_5	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897351_0	πόλεμοσ
5811	urn:cite:fuSyntax:0085003tokens.2897351_6	u--------	urn:cite:fuSyntax:0085003tokens.2897351_0	ξομμα1
5812	urn:cite:fuSyntax:0085003tokens.2897351_7	a-p---na-	urn:cite:fuSyntax:0085003tokens.2897351_8	ἄποροσ
5813	urn:cite:fuSyntax:0085003tokens.2897351_8	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897351_6	πόριμοσ
5814	urn:cite:fuSyntax:0085003tokens.2897351_9	u--------	urn:cite:fuSyntax:0085003tokens.2897351_0	πυνξ1
5815	urn:cite:fuSyntax:0085003tokens.2897352_1	g--------	urn:cite:fuSyntax:0085003tokens.2897352_3	οὐδέ1
5816	urn:cite:fuSyntax:0085003tokens.2897352_2	g--------	urn:cite:fuSyntax:0085003tokens.2897352_0	δέ1
5817	urn:cite:fuSyntax:0085003tokens.2897352_3	v1spia---	urn:cite:fuSyntax:0085003tokens.2897352_2	ἔχω1
5818	urn:cite:fuSyntax:0085003tokens.2897352_4	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897352_6	τίς
5819	urn:cite:fuSyntax:0085003tokens.2897352_5	g--------	urn:cite:fuSyntax:0085003tokens.2897352_6	ἄν1
5820	urn:cite:fuSyntax:0085003tokens.2897352_6	v1saom---	urn:cite:fuSyntax:0085003tokens.2897352_3	γίγνομαι1
5821	urn:cite:fuSyntax:0085003tokens.2897352_7	u--------	urn:cite:fuSyntax:0085003tokens.2897352_0	περιοδ1
5822	urn:cite:fuSyntax:0085003tokens.2897353_1	l-s---fa-	urn:cite:fuSyntax:0085003tokens.2897353_6	ὁ
5823	urn:cite:fuSyntax:0085003tokens.2897353_2	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897353_6	Ζεύσ
5824	urn:cite:fuSyntax:0085003tokens.2897353_3	g--------	urn:cite:fuSyntax:0085003tokens.2897353_5	γάρ1
5825	urn:cite:fuSyntax:0085003tokens.2897353_4	d--------	urn:cite:fuSyntax:0085003tokens.2897353_5	οὐ1
5826	urn:cite:fuSyntax:0085003tokens.2897353_5	v1spia---	urn:cite:fuSyntax:0085003tokens.2897353_0	ὁράω1
5827	urn:cite:fuSyntax:0085003tokens.2897353_6	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897353_8	μῆτισ
5828	urn:cite:fuSyntax:0085003tokens.2897353_7	d--------	urn:cite:fuSyntax:0085003tokens.2897353_8	ὅπη1
5829	urn:cite:fuSyntax:0085003tokens.2897353_8	v1saoa---	urn:cite:fuSyntax:0085003tokens.2897353_5	φεύγω1
5830	urn:cite:fuSyntax:0085003tokens.2897353_9	g--------	urn:cite:fuSyntax:0085003tokens.2897353_8	ἄν1
5831	urn:cite:fuSyntax:0085003tokens.2897353_10	u--------	urn:cite:fuSyntax:0085003tokens.2897353_0	περιοδ1
5832	urn:cite:fuSyntax:0085003tokens.2897354_1	d--------	urn:cite:fuSyntax:0085003tokens.2897354_10	ἦ1
5833	urn:cite:fuSyntax:0085003tokens.2897354_2	g--------	urn:cite:fuSyntax:0085003tokens.2897354_1	μήν1
5834	urn:cite:fuSyntax:0085003tokens.2897354_3	d--------	urn:cite:fuSyntax:0085003tokens.2897354_10	ἔτι1
5835	urn:cite:fuSyntax:0085003tokens.2897354_4	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897354_10	Ζεύσ
5836	urn:cite:fuSyntax:0085003tokens.2897354_5	u--------	urn:cite:fuSyntax:0085003tokens.2897354_7	ξομμα1
5837	urn:cite:fuSyntax:0085003tokens.2897354_6	g--------	urn:cite:fuSyntax:0085003tokens.2897354_7	καίπερ1
5838	urn:cite:fuSyntax:0085003tokens.2897354_7	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897354_4	αὐθάδησ
5839	urn:cite:fuSyntax:0085003tokens.2897354_8	n-p---fg-	urn:cite:fuSyntax:0085003tokens.2897354_7	φρήν1
5840	urn:cite:fuSyntax:0085003tokens.2897354_9	u--------	urn:cite:fuSyntax:0085003tokens.2897354_7	ξομμα1
5841	urn:cite:fuSyntax:0085003tokens.2897354_10	v3sfi----	urn:cite:fuSyntax:0085003tokens.2897354_12	εἰμί1
5842	urn:cite:fuSyntax:0085003tokens.2897354_11	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897354_10	ταπεινόσ
5843	urn:cite:fuSyntax:0085003tokens.2897354_12	u--------	urn:cite:fuSyntax:0085003tokens.2897354_0	ξομμα1
5844	urn:cite:fuSyntax:0085003tokens.2897354_13	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2897354_15	οἷοσ
5845	urn:cite:fuSyntax:0085003tokens.2897354_14	v3spie---	urn:cite:fuSyntax:0085003tokens.2897354_12	ἐξαρτύω1
5846	urn:cite:fuSyntax:0085003tokens.2897354_15	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897354_16	γάμοσ
5847	urn:cite:fuSyntax:0085003tokens.2897354_16	v--pna---	urn:cite:fuSyntax:0085003tokens.2897354_14	γαμέω1
5848	urn:cite:fuSyntax:0085003tokens.2897354_17	u--------	urn:cite:fuSyntax:0085003tokens.2897354_25	ξομμα1
5849	urn:cite:fuSyntax:0085003tokens.2897354_18	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897354_25	ὅσ
5850	urn:cite:fuSyntax:0085003tokens.2897354_19	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2897354_25	αὐτόσ
5851	urn:cite:fuSyntax:0085003tokens.2897354_20	r--------	urn:cite:fuSyntax:0085003tokens.2897354_25	ἐκ1
5852	urn:cite:fuSyntax:0085003tokens.2897354_21	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897354_23	τυραννίσ
5853	urn:cite:fuSyntax:0085003tokens.2897354_22	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2897354_23	θρόνοσ
5854	urn:cite:fuSyntax:0085003tokens.2897354_23	g--------	urn:cite:fuSyntax:0085003tokens.2897354_20	τε1
5855	urn:cite:fuSyntax:0085003tokens.2897354_24	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2897354_19	ἄιστοσ
5856	urn:cite:fuSyntax:0085003tokens.2897354_25	v3sfia---	urn:cite:fuSyntax:0085003tokens.2897354_15	ἐκβάλλω1
5857	urn:cite:fuSyntax:0085003tokens.2897354_26	u--------	urn:cite:fuSyntax:0085003tokens.2897354_0	πυνξ1
5858	urn:cite:fuSyntax:0085003tokens.2897355_1	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897355_4	πατήρ1
5859	urn:cite:fuSyntax:0085003tokens.2897355_2	g--------	urn:cite:fuSyntax:0085003tokens.2897355_0	δέ1
5860	urn:cite:fuSyntax:0085003tokens.2897355_3	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897355_8	ἀρά1
5861	urn:cite:fuSyntax:0085003tokens.2897355_4	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897355_3	Κρόνοσ
5862	urn:cite:fuSyntax:0085003tokens.2897355_5	d--------	urn:cite:fuSyntax:0085003tokens.2897355_8	τότε1
5863	urn:cite:fuSyntax:0085003tokens.2897355_6	d--------	urn:cite:fuSyntax:0085003tokens.2897355_8	ἤδη1
5864	urn:cite:fuSyntax:0085003tokens.2897355_7	d--------	urn:cite:fuSyntax:0085003tokens.2897355_8	παντελήσ
5865	urn:cite:fuSyntax:0085003tokens.2897355_8	v3sfip---	urn:cite:fuSyntax:0085003tokens.2897355_2	κραίνω1
5866	urn:cite:fuSyntax:0085003tokens.2897355_9	u--------	urn:cite:fuSyntax:0085003tokens.2897355_12	ξομμα1
5867	urn:cite:fuSyntax:0085003tokens.2897355_10	p-s---fa-	urn:cite:fuSyntax:0085003tokens.2897355_12	ὅσ
5868	urn:cite:fuSyntax:0085003tokens.2897355_11	t-sppamn-	urn:cite:fuSyntax:0085003tokens.2897355_12	ἐκπίπτω1
5869	urn:cite:fuSyntax:0085003tokens.2897355_12	v3siie---	urn:cite:fuSyntax:0085003tokens.2897355_3	ἀράομαι1
5870	urn:cite:fuSyntax:0085003tokens.2897355_13	a-p---ng-	urn:cite:fuSyntax:0085003tokens.2897355_14	δηναιόσ
5871	urn:cite:fuSyntax:0085003tokens.2897355_14	n-p---ng-	urn:cite:fuSyntax:0085003tokens.2897355_11	θρόνον1
5872	urn:cite:fuSyntax:0085003tokens.2897355_15	u--------	urn:cite:fuSyntax:0085003tokens.2897355_0	περιοδ1
5873	urn:cite:fuSyntax:0085003tokens.2897356_1	p-p---mg-	urn:cite:fuSyntax:0085003tokens.2897356_2	τοιόσδε
5874	urn:cite:fuSyntax:0085003tokens.2897356_2	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2897356_3	μόχθοσ
5875	urn:cite:fuSyntax:0085003tokens.2897356_3	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897356_11	ἐκτροπή1
5876	urn:cite:fuSyntax:0085003tokens.2897356_4	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897356_6	οὐδείς
5877	urn:cite:fuSyntax:0085003tokens.2897356_5	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2897356_4	θεόσ
5878	urn:cite:fuSyntax:0085003tokens.2897356_6	v3spoe---	urn:cite:fuSyntax:0085003tokens.2897356_0	δύναμαι1
5879	urn:cite:fuSyntax:0085003tokens.2897356_7	g--------	urn:cite:fuSyntax:0085003tokens.2897356_6	ἄν1
5880	urn:cite:fuSyntax:0085003tokens.2897356_8	a-s---md-	urn:cite:fuSyntax:0085003tokens.2897356_11	αὐτόσ
5881	urn:cite:fuSyntax:0085003tokens.2897356_9	r--------	urn:cite:fuSyntax:0085003tokens.2897356_6	πλήν1
5882	urn:cite:fuSyntax:0085003tokens.2897356_10	a-s---mg-	urn:cite:fuSyntax:0085003tokens.2897356_9	ἐμόσ
5883	urn:cite:fuSyntax:0085003tokens.2897356_11	v--ana---	urn:cite:fuSyntax:0085003tokens.2897356_6	δείκνυμι1
5884	urn:cite:fuSyntax:0085003tokens.2897356_12	d--------	urn:cite:fuSyntax:0085003tokens.2897356_11	σαφήσ
5885	urn:cite:fuSyntax:0085003tokens.2897356_13	u--------	urn:cite:fuSyntax:0085003tokens.2897356_0	περιοδ1
5886	urn:cite:fuSyntax:0085003tokens.2897357_1	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897357_3	ἐγώ1
